MONTHS_SINCE_ORIGIN,DONOR_AGE,PCT_OWNER_OCCUPIED,PCT_MALE_MILITARY,PCT_WWII_VETERANS,RECENT_STAR_STATUS,FREQUENCY_STATUS_97NK,RECENT_CARD_RESPONSE_COUNT,LIFETIME_AVG_GIFT_AMT,CARD_PROM_12,FILE_CARD_GIFT,PER_CAPTITA_INCOME,MONTHS_BTW_GIFT,IN_HOUSE_0,IN_HOUSE_1,URBANICITY_?,URBANICITY_C,URBANICITY_R,URBANICITY_S,URBANICITY_T,URBANICITY_U,HOME_OWNER_H,HOME_OWNER_U,DONOR_GENDER_F,DONOR_GENDER_M,DONOR_GENDER_U,PEP_STAR_0,PEP_STAR_1,RECENCY_STATUS_96NK_A,RECENCY_STATUS_96NK_E,RECENCY_STATUS_96NK_F,RECENCY_STATUS_96NK_L,RECENCY_STATUS_96NK_N,RECENCY_STATUS_96NK_S,SES_1.0,SES_2.0,SES_3.0,SES_4.0
65,0.0,0,0,0,0,1,1,12.2,6,3,9043.546583850932,36,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
77,73.0,89,0,34,0,1,0,8.25,4,3,15600.0,59,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
17,34.0,84,0,27,0,1,1,15.0,4,1,12649.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
137,67.0,90,0,43,1,2,3,8.18,6,9,11974.0,108,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
29,59.0,63,2,16,0,1,1,15.0,3,1,11339.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
101,70.0,83,0,63,12,1,1,10.11,6,8,14778.0,75,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
41,40.0,75,0,32,0,3,4,7.0,6,4,23744.0,13,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
29,55.0,77,1,25,0,1,2,16.0,4,2,11448.0,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
41,66.0,76,12,5,0,4,1,11.4,6,1,10405.0,19,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
101,0.0,73,0,38,1,3,2,4.77,6,7,14234.0,78,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17,0.0,53,0,57,0,3,1,9.33,5,1,41153.0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
137,75.0,52,0,33,0,1,1,10.46,6,8,23633.0,104,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
127,74.0,57,0,55,1,4,5,5.21,8,19,13725.0,123,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
77,0.0,78,0,0,5,1,3,12.16,6,11,15359.0,54,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
101,67.0,78,17,3,0,1,2,13.64,3,8,13025.0,77,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
41,0.0,73,0,43,0,1,1,26.67,2,2,14378.0,20,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
137,0.0,46,2,31,5,1,0,4.04,6,15,12051.0,105,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
65,0.0,86,1,20,0,3,1,9.5,6,2,11889.0,39,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
137,55.0,73,0,17,11,1,1,14.84,5,10,13064.0,92,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
17,43.0,66,0,31,0,1,1,20.0,5,1,13682.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
29,0.0,73,1,34,0,2,3,12.33,6,3,11685.0,12,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
17,25.0,75,0,18,0,1,1,23.0,5,1,11942.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
137,0.0,78,0,33,1,4,3,5.69,6,12,12167.0,108,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
113,72.0,78,0,53,0,1,1,31.71,6,4,19252.0,87,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
29,0.0,88,0,38,0,1,2,15.0,4,2,8435.0,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
89,0.0,87,0,0,0,1,0,15.58,3,5,20394.0,55,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
113,50.0,69,0,13,12,1,1,10.88,6,14,16480.0,90,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
137,64.0,52,3,43,1,2,0,15.85,5,7,13490.0,71,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
41,37.0,55,0,38,0,3,2,10.0,6,2,11355.0,21,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
41,57.0,60,0,42,0,1,1,17.5,6,2,9469.0,24,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
17,0.0,71,1,18,0,1,0,25.0,5,0,20809.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
77,0.0,3,5,34,0,1,3,25.88,6,4,9106.0,46,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
77,0.0,73,0,37,0,3,2,8.54,11,7,9989.0,65,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
41,59.0,70,0,26,0,1,1,11.67,4,2,15385.0,23,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
53,0.0,80,0,67,0,1,1,11.0,5,2,13674.0,32,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
113,57.0,88,0,24,0,2,1,11.31,6,10,13349.0,85,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
137,78.0,91,0,26,10,2,1,4.8,5,10,17971.0,112,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
65,0.0,60,0,29,0,2,2,18.14,6,4,9103.0,44,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
101,74.0,82,0,17,0,1,1,6.8,4,7,12888.0,70,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
29,25.0,40,0,43,0,4,3,28.0,6,3,17097.0,11,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
101,71.0,14,0,21,1,4,5,3.31,6,10,5159.0,75,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
17,59.0,84,0,35,0,1,0,15.0,4,0,10540.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
89,39.0,69,5,32,7,1,1,11.75,5,4,18208.0,54,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
17,55.0,97,0,9,0,1,0,20.0,4,0,26781.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
41,46.0,85,0,19,0,1,0,27.5,6,2,12338.0,19,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
137,80.0,57,0,0,4,1,1,12.68,6,13,10281.0,105,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
101,0.0,68,0,23,1,2,1,23.11,6,6,8735.0,87,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
29,37.0,61,0,23,0,1,2,20.0,4,2,18352.0,6,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
41,66.0,84,1,18,0,4,3,11.29,6,4,14758.0,30,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
113,44.0,99,0,57,3,1,4,9.73,5,10,21920.0,93,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
89,42.0,48,0,40,0,1,0,14.0,6,4,11988.0,71,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
101,75.0,86,0,27,1,3,5,4.67,5,15,11880.0,74,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
29,45.0,75,0,15,0,2,2,18.67,6,2,14169.0,13,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
77,0.0,76,27,6,0,2,1,13.5,6,3,14279.0,49,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
29,54.0,76,0,36,0,4,3,7.2,6,3,9549.0,12,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
137,73.0,65,0,20,1,4,4,8.08,6,16,10835.0,109,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
125,77.0,70,0,30,1,4,6,4.92,6,19,10889.0,101,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
77,74.0,41,0,30,0,1,1,17.5,6,3,11080.0,48,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
29,44.0,29,0,47,0,2,1,16.0,5,1,34630.0,18,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
77,59.0,59,0,20,0,1,1,24.17,6,2,10196.0,48,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
41,59.0,75,0,38,0,3,1,7.0,6,2,12396.0,24,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
65,45.0,79,0,71,0,1,1,10.73,5,5,16666.0,31,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
29,65.0,85,0,36,0,2,1,17.5,6,1,11406.0,15,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
125,35.0,90,0,22,0,1,0,9.93,4,7,14114.0,100,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
29,61.0,43,0,33,0,4,1,6.67,4,1,6653.0,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
89,0.0,86,0,0,1,2,1,9.17,6,6,8052.0,70,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
137,59.0,87,0,54,3,1,1,7.54,4,8,26590.0,109,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
113,69.0,44,0,57,4,1,2,11.83,6,9,19679.0,88,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
125,0.0,92,0,12,10,1,1,4.5,3,12,11598.0,107,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
65,0.0,62,0,15,0,1,3,11.43,6,4,12134.0,32,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
77,67.0,75,0,10,1,4,6,8.38,6,14,8414.0,55,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
53,76.0,81,0,63,1,3,4,7.17,5,7,18953.0,33,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
41,0.0,84,1,22,0,2,3,18.86,10,5,12220.0,27,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
113,47.0,64,2,33,3,1,4,9.93,5,22,8979.0,92,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
137,46.0,75,0,26,0,1,0,11.38,6,9,14387.0,109,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
137,55.0,0,0,46,0,1,0,9.65,5,10,10534.6848459617,104,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
17,45.0,93,0,23,0,1,1,25.0,5,1,25288.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
129,78.0,84,0,0,14,1,0,18.33,7,11,22294.0,121,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
101,63.0,87,0,47,0,2,0,10.0,6,3,12295.0,71,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
65,56.0,85,0,44,0,2,4,9.92,6,8,17643.0,43,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
137,0.0,76,0,41,0,2,1,4.52,5,7,23348.0,104,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
137,45.0,52,0,38,1,4,1,9.77,6,7,9064.0,104,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
41,62.0,84,0,27,0,1,0,12.5,4,1,20867.0,27,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
65,32.0,96,0,19,0,1,0,12.4,6,3,25852.0,39,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
41,73.0,83,0,25,0,3,0,10.49,5,0,13165.0,28,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
113,0.0,34,1,49,1,2,4,9.43,6,9,31580.0,89,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
113,86.0,52,0,41,4,1,0,7.68,4,9,20908.0,79,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
137,35.0,0,5,28,0,4,3,8.92,5,6,10534.6848459617,73,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
29,0.0,79,0,7,0,3,2,7.67,5,2,11517.0,8,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
89,0.0,84,1,23,1,4,8,4.93,6,15,18379.0,61,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
101,59.0,90,0,50,0,3,3,5.71,6,6,11324.0,71,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
77,47.0,64,5,29,1,2,2,8.85,6,8,15842.0,49,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
137,0.0,42,10,10,3,1,1,7.58,6,16,10935.0,123,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
113,72.0,39,0,40,1,2,2,17.71,6,10,19424.0,83,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
41,51.0,96,0,86,0,1,1,12.5,4,1,14929.0,24,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
65,0.0,49,0,26,0,1,0,11.57,5,3,7751.0,31,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
17,36.0,89,0,39,0,1,0,20.0,5,0,17278.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
113,0.0,95,0,56,3,1,0,6.71,5,7,58303.0,87,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
29,0.0,63,1,54,1,4,6,4.13,7,7,18738.0,29,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
41,65.0,46,0,41,0,1,0,26.67,6,0,8316.0,23,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
17,0.0,57,0,38,0,3,2,13.0,6,2,15791.0,5,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
77,0.0,72,0,63,0,3,4,12.32,11,8,17990.0,57,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
137,61.0,90,1,34,14,1,1,7.2,5,9,32609.0,109,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
77,81.0,57,0,16,0,2,2,8.83,4,3,11827.0,49,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
77,64.0,71,3,7,0,1,0,17.5,6,2,21687.0,49,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
137,0.0,88,0,0,1,3,2,6.79,5,11,16084.0,113,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
29,41.0,56,0,29,0,3,0,11.25,6,0,9049.0,9,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
137,0.0,76,0,38,0,1,0,14.33,4,8,23858.0,102,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
113,35.0,68,0,0,0,1,0,11.89,6,5,12151.0,86,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
41,0.0,0,0,17,0,2,2,15.25,6,3,13525.924896962295,28,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
89,0.0,86,0,48,0,1,1,10.63,6,4,14536.0,70,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
137,36.0,66,0,13,0,2,1,8.29,5,4,5184.0,94,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
65,44.0,69,0,64,0,1,0,8.0,4,1,15035.0,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
29,71.0,87,0,29,0,1,1,20.0,3,1,16512.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
17,84.0,72,0,45,0,1,1,17.5,7,1,11467.0,7,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
137,84.0,64,0,10,7,1,1,5.55,5,13,15084.0,106,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
41,66.0,66,0,39,1,4,6,4.7,6,7,12094.0,24,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
137,68.0,82,0,18,1,4,5,6.68,5,19,11550.0,111,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
29,46.0,53,0,11,0,2,1,23.33,6,1,14907.0,13,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
41,0.0,80,0,38,1,4,6,6.57,6,7,12800.0,25,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
53,0.0,71,0,24,0,1,1,12.5,6,2,9463.0,34,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
29,65.0,88,0,91,0,1,2,12.0,4,2,14309.0,15,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
29,64.0,85,0,14,0,1,2,15.0,6,2,13693.0,8,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
113,49.0,89,0,43,0,2,2,13.75,6,6,7749.0,89,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
125,65.0,59,0,46,0,1,0,19.54,6,8,35027.0,99,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
113,0.0,75,0,34,0,1,0,17.2,6,4,23579.0,95,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
89,0.0,57,0,12,0,1,0,6.6,4,3,15638.0,55,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
17,31.0,83,0,36,0,1,0,20.0,4,0,8764.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
77,72.0,72,0,35,0,2,0,11.8,5,2,13435.0,59,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
29,73.0,95,0,43,0,1,1,16.0,6,1,19620.0,9,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
77,77.0,95,2,46,0,1,0,13.0,4,1,21590.0,51,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
41,0.0,66,0,48,0,4,5,5.63,6,6,19180.0,22,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
29,0.0,65,2,16,0,1,0,15.0,3,0,24660.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
89,0.0,50,0,22,0,2,2,9.0,6,4,19120.0,71,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
17,0.0,41,4,23,0,1,1,30.0,5,1,11407.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17,31.0,87,0,10,0,1,1,20.0,4,1,12761.0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
65,87.0,65,0,0,1,2,1,11.25,6,2,11585.0,38,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
41,53.0,87,0,77,0,3,2,15.0,6,3,10135.0,27,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
53,37.0,91,3,18,0,1,1,14.67,6,1,18535.0,31,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
77,7.0,92,0,29,0,1,0,13.0,6,3,60053.0,57,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
41,69.0,71,1,58,0,4,3,7.29,6,4,17541.0,25,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
17,43.0,82,0,18,0,1,1,25.0,5,1,41176.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
125,47.0,90,0,57,0,2,2,11.43,6,7,14468.0,108,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
89,35.0,79,0,43,1,4,6,7.09,6,11,8886.0,60,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
53,39.0,0,3,16,0,1,2,20.46,7,5,18892.0,45,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
17,65.0,49,0,26,0,2,2,10.0,6,2,12271.0,4,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
41,52.0,51,0,38,0,3,0,22.5,6,1,12361.0,23,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
65,0.0,65,0,43,0,1,1,14.4,6,2,19873.0,41,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
29,43.0,74,0,45,0,3,1,11.25,6,1,26682.0,11,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
137,0.0,51,0,28,1,3,4,12.47,5,22,12722.0,105,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
29,66.0,74,0,0,0,2,1,10.0,6,2,12427.0,19,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
89,82.0,59,0,15,1,2,2,12.17,6,7,12539.0,72,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
41,43.0,83,1,23,0,2,0,17.5,6,1,13876.0,27,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
17,76.0,38,10,22,0,1,1,15.0,4,1,10796.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
89,70.0,65,0,57,0,3,2,8.62,5,5,37961.0,66,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
65,60.0,75,0,28,0,3,2,9.11,5,5,7016.0,50,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
17,0.0,76,0,59,0,1,0,15.0,4,0,6034.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
41,43.0,52,0,5,1,3,5,4.71,6,6,13216.0,17,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
41,0.0,54,0,51,1,4,7,10.62,6,9,11777.0,27,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
29,55.0,72,0,58,0,3,3,9.75,6,3,10119.0,15,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
77,48.0,86,1,31,0,1,0,56.67,5,1,8750.0,61,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
29,39.0,90,0,28,0,1,1,15.0,4,1,13555.0,14,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
