MONTHS_SINCE_ORIGIN,DONOR_AGE,PCT_OWNER_OCCUPIED,PCT_WWII_VETERANS,FREQUENCY_STATUS_97NK,RECENT_CARD_RESPONSE_COUNT,LIFETIME_AVG_GIFT_AMT,CARD_PROM_12,FILE_CARD_GIFT,PER_CAPTITA_INCOME,MONTHS_BTW_GIFT,IN_HOUSE_0,IN_HOUSE_1,URBANICITY_?,URBANICITY_C,URBANICITY_R,URBANICITY_S,URBANICITY_T,URBANICITY_U,HOME_OWNER_H,HOME_OWNER_U,DONOR_GENDER_F,DONOR_GENDER_M,DONOR_GENDER_U,PEP_STAR_0,PEP_STAR_1,SES_1.0,SES_2.0,SES_3.0,SES_4.0
29,0.0,58,71,2,0,13.67,6,0,17887.0,12,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
65,72.0,87,50,2,1,16.14,8,5,15915.0,53,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
77,77.0,52,54,4,3,9.17,4,10,13817.0,52,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
29,75.0,41,29,3,1,8.33,6,2,10679.0,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
89,49.0,83,7,1,1,9.5,6,2,13725.0,71,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
77,71.0,89,11,3,2,7.78,6,4,20981.0,59,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
65,44.0,81,13,1,0,13.38,6,2,17027.0,40,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
17,0.0,74,29,1,1,15.0,1,1,10692.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
77,0.0,81,34,4,6,13.73,6,8,15395.0,62,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
101,44.0,92,20,1,1,11.86,6,3,15786.0,72,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
113,67.0,61,15,1,0,8.81,5,13,19942.0,95,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
101,0.0,61,29,1,1,11.57,6,4,6126.0,69,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
29,54.0,53,0,4,3,5.43,7,3,29875.0,11,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
113,0.0,5,40,2,2,6.67,6,8,7751.0,90,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
29,67.0,82,93,4,2,6.4,6,2,15860.0,12,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
125,0.0,75,40,2,1,12.78,5,4,13526.0,101,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
137,0.0,82,11,4,2,7.13,5,21,17699.0,108,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
137,71.0,84,6,1,0,12.92,5,8,30189.0,108,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
65,64.0,50,69,2,3,10.33,6,4,15293.0,44,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
29,51.0,81,0,2,2,20.0,5,2,22127.0,16,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
137,74.0,81,48,4,7,6.17,5,25,13784.0,113,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
77,0.0,98,0,1,0,22.0,5,1,24628.0,61,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
29,0.0,60,50,1,1,15.0,4,1,15625.0,11,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
89,69.0,63,54,2,2,11.0,6,5,50907.0,70,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
29,54.0,61,37,1,2,17.5,6,2,19982.0,4,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
137,46.0,80,30,2,2,10.0,6,7,31972.0,76,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
17,58.0,82,11,1,1,15.0,4,1,10105.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
113,56.0,92,22,1,1,11.67,5,10,12807.0,87,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
77,0.0,52,21,3,2,7.33,7,3,18642.0,70,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
101,0.0,66,74,1,2,12.33,4,4,18280.0,66,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
65,0.0,61,14,4,2,4.25,6,4,11865.0,47,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
137,0.0,71,45,1,1,9.64,5,8,10949.0,107,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
137,82.0,85,62,1,1,12.11,6,8,23009.0,103,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
89,55.0,61,37,1,0,10.43,5,2,8550.0,61,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
65,0.0,50,16,4,4,8.92,6,6,16722.0,35,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
29,49.0,63,49,1,2,17.5,5,2,24134.0,13,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
125,0.0,75,14,1,0,11.08,4,5,15976.0,96,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
65,43.0,81,36,2,3,8.77,6,6,10286.0,43,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
29,65.0,77,71,1,2,15.0,5,2,28053.0,14,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
29,53.0,81,44,1,0,17.5,6,0,45488.0,8,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
137,0.0,92,52,1,0,32.15,8,5,70215.0,109,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
41,0.0,61,36,1,0,10.33,4,1,16536.0,19,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
17,67.0,29,34,1,1,15.0,4,1,12794.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
29,51.0,97,31,2,0,12.5,6,0,17836.0,17,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
29,34.0,70,8,1,1,15.0,3,1,12988.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
77,75.0,54,99,3,2,20.18,6,6,12950.0,51,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
65,60.0,87,38,1,1,13.0,6,4,13494.0,40,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
77,81.0,83,22,4,3,6.59,6,7,12097.0,50,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
77,45.0,32,0,4,3,5.33,6,6,5366.0,57,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
41,37.0,47,16,2,0,9.67,5,0,18856.0,19,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
29,76.0,59,41,2,2,18.0,6,2,9517.0,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
77,53.0,41,42,2,1,20.83,6,3,15867.0,51,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
113,74.0,77,47,1,0,15.78,6,4,15291.0,94,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
41,0.0,88,88,2,2,9.67,7,4,11976.0,29,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
113,0.0,73,34,1,0,12.0,6,7,12833.0,86,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
29,0.0,47,75,1,1,7.0,3,1,9050.0,20,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
89,83.0,82,74,2,0,33.38,6,1,9273.0,61,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
65,73.0,77,40,3,3,7.38,6,6,16724.0,39,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
137,81.0,18,14,3,2,6.87,5,8,24189.0,91,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
125,0.0,74,41,3,3,5.47,5,9,10969.0,108,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,37.0,85,39,1,1,50.0,5,1,12881.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
17,45.0,83,13,1,1,20.0,3,1,13297.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
77,57.0,85,25,2,0,14.0,6,2,19537.0,57,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
113,0.0,97,0,1,1,32.42,9,4,31520.0,104,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
77,85.0,70,38,4,4,7.62,4,6,10391.0,51,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
29,71.0,91,19,4,4,9.5,6,4,12869.0,17,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
29,49.0,42,26,1,1,20.0,4,1,7982.0,12,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
113,79.0,92,22,2,1,8.82,6,6,20957.0,95,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
17,81.0,83,34,1,1,50.0,5,1,12137.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
89,67.0,88,32,1,3,8.75,5,12,13898.0,61,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
137,67.0,51,26,4,3,3.38,6,14,6587.0,109,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,55.0,91,44,1,1,20.0,5,1,9677.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
137,7.0,29,0,1,0,7.04,5,10,15748.0,110,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
101,70.0,89,22,1,0,10.95,5,9,16093.0,80,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
41,70.0,86,50,3,4,8.0,6,5,20172.0,27,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
113,0.0,62,56,1,3,6.78,5,12,9563.0,84,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
77,55.0,85,34,2,1,12.38,6,4,39428.0,60,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
101,0.0,0,0,1,3,14.92,6,9,7718.0,69,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
41,72.0,27,15,2,1,12.5,6,2,11303.0,23,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
89,23.0,93,21,2,1,14.91,6,4,14393.0,71,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
89,76.0,65,40,1,0,15.33,4,2,12431.0,59,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
17,47.0,95,35,1,1,15.0,4,1,17989.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
89,82.0,88,46,2,3,9.77,8,10,13618.0,74,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
113,78.0,70,36,1,0,15.78,5,3,10356.0,84,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
29,45.0,9,0,2,1,22.5,6,1,23417.0,5,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
17,50.0,74,0,1,1,20.0,4,1,8314.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
53,0.0,87,26,1,4,19.23,6,8,11846.0,29,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
113,87.0,88,16,1,1,17.93,3,8,16843.0,80,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
113,0.0,19,67,3,1,3.79,4,12,17563.0,94,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
137,43.0,83,23,3,3,8.07,6,8,18291.0,100,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
137,86.0,74,36,1,2,7.41,4,13,10412.0,108,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
101,35.0,83,37,1,0,11.5,4,6,9222.0,74,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
125,57.0,52,18,1,1,10.53,4,7,10932.0,101,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
77,87.0,87,64,1,3,11.47,6,8,11131.0,59,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
53,60.0,10,27,1,0,14.0,6,2,19168.0,35,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
29,0.0,53,21,1,1,15.0,4,1,16343.0,15,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
101,0.0,90,28,1,0,4.44,5,7,10954.0,75,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
41,59.0,94,10,2,3,15.83,6,4,15429.0,23,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
125,37.0,93,18,2,2,6.7,5,4,18013.0,110,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
89,43.0,82,20,1,1,13.0,4,4,18896.0,61,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
89,77.0,62,57,1,2,14.69,6,8,15305.0,65,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
77,67.0,86,63,1,1,15.0,6,4,18837.0,60,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
125,76.0,59,48,1,2,16.43,4,7,15831.0,109,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
101,43.0,62,45,1,1,18.29,5,6,16473.0,73,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
29,0.0,76,33,3,2,15.0,6,2,8591.0,6,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
77,49.0,84,10,2,2,9.08,6,6,13695.0,54,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
17,27.0,55,52,2,1,25.0,5,1,14549.0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
41,30.0,87,30,3,4,18.3,6,6,11251.0,22,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,76.0,67,41,1,1,20.0,5,1,11094.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
101,84.0,86,49,1,4,8.4,5,13,16666.0,74,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
125,67.0,82,41,2,2,16.76,6,15,16097.0,107,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
17,73.0,35,41,1,0,15.0,4,0,8322.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
65,49.0,70,32,3,4,10.2,6,6,27467.0,50,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
17,0.0,51,39,1,0,25.0,5,0,25028.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
29,61.0,43,27,2,1,17.5,6,1,17216.0,5,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
65,49.0,80,23,2,1,19.5,6,2,10784.0,37,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
137,41.0,78,13,2,0,5.53,5,6,17112.0,110,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
77,55.0,62,35,2,2,6.22,5,10,11531.0,51,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
65,71.0,80,35,1,0,13.0,6,1,10614.0,42,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
41,67.0,79,37,4,4,8.0,6,5,21120.0,24,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
17,56.0,90,25,1,1,13.0,5,2,17576.0,52,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
29,41.0,87,60,1,1,12.5,4,1,13460.0,10,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
29,49.0,59,14,1,1,13.0,4,1,19063.0,9,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
113,0.0,86,20,1,0,9.44,3,5,14561.0,95,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
89,47.0,82,32,1,1,13.5,4,4,33910.0,65,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
137,63.0,92,38,3,1,5.71,6,7,16446.0,108,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
29,36.0,33,17,3,2,10.67,6,2,11510.0,6,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
137,37.0,28,21,1,1,18.13,6,6,18879.0,105,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0
137,57.0,44,0,1,0,11.17,3,9,11698.0,96,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
113,85.0,98,14,3,3,9.15,6,8,33570.0,96,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
41,0.0,82,26,1,0,12.33,6,0,15657.0,21,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
65,40.0,57,10,1,0,12.5,5,1,16458.0,36,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
89,45.0,96,54,3,1,10.5,6,3,41428.0,73,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
41,0.0,66,24,1,0,7.25,6,1,10239.0,25,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
137,79.0,80,41,1,0,5.68,5,13,10770.0,112,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
137,79.0,78,30,3,2,4.35,4,13,8359.0,114,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
17,66.0,43,43,1,1,15.0,3,1,14238.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
101,54.0,32,69,1,1,12.17,2,3,13344.0,77,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
77,54.0,53,16,1,3,6.53,5,6,19569.0,59,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
125,74.0,84,28,1,1,7.9,5,6,19857.0,106,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
29,53.0,81,62,3,3,7.5,6,3,24850.0,12,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
137,0.0,82,26,4,2,8.36,6,9,18209.0,114,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
29,0.0,95,32,3,1,7.0,5,1,24493.0,8,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
65,27.0,70,55,1,0,18.33,6,1,17887.0,45,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
113,0.0,84,28,4,5,6.34,14,17,10979.0,109,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
17,0.0,71,0,1,1,20.0,4,1,13813.0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
17,0.0,55,36,1,1,8.33,4,1,14811.0,6,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
89,52.0,61,28,4,5,5.0,6,9,18592.0,63,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
29,37.0,81,0,2,0,12.33,5,0,22563.0,11,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
125,0.0,74,37,1,0,13.57,6,6,12318.0,99,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
77,33.0,80,21,2,2,6.64,6,8,15199.0,53,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
17,0.0,57,51,1,1,20.0,4,1,10076.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
17,32.0,43,0,1,0,50.0,3,0,17629.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
41,65.0,85,55,3,3,20.0,4,4,9761.0,26,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
137,41.0,63,41,1,0,9.33,5,10,4456.0,110,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
53,53.0,7,36,3,1,9.17,5,3,8369.0,38,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
113,54.0,84,23,1,0,8.44,6,5,11264.0,94,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
41,46.0,59,19,4,2,16.67,6,3,9883.0,23,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
77,0.0,49,21,1,0,9.0,4,2,15765.0,57,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
77,47.0,95,14,1,0,20.0,5,1,13164.0,51,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
17,68.0,94,25,1,1,25.0,5,1,30959.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
53,46.0,92,30,4,3,8.44,6,6,20641.0,35,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
65,82.0,69,50,1,0,18.33,5,1,6291.0,38,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
137,53.0,63,62,2,0,13.57,6,3,12932.0,103,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
17,0.0,66,33,1,1,20.0,5,1,64360.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
29,39.0,69,80,4,2,9.86,6,2,14813.0,13,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
101,79.0,83,41,1,0,10.13,5,4,13149.0,94,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
41,0.0,83,27,2,2,13.0,6,3,30166.0,22,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
77,73.0,54,0,1,0,17.18,5,4,15842.0,53,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
41,42.0,91,4,1,1,10.6,6,2,16333.0,25,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
113,80.0,75,30,1,0,11.82,5,4,11474.0,87,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
77,38.0,58,0,1,1,25.35,6,4,25130.0,72,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
137,84.0,11,63,1,1,9.06,6,11,13189.0,88,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
29,66.0,69,27,3,2,10.67,5,2,11468.0,9,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
89,68.0,72,38,1,0,9.45,5,5,11114.0,73,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
17,35.0,59,0,1,0,15.0,4,0,7011.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
89,0.0,92,10,1,2,11.29,6,4,29538.0,65,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
29,0.0,77,37,2,3,16.67,6,3,17056.0,12,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
89,59.0,84,31,1,0,15.57,5,2,13659.0,52,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
137,67.0,62,30,1,3,12.85,6,9,12378.0,100,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
125,73.0,30,30,1,1,7.05,5,8,15656.0,100,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
77,41.0,86,0,1,0,9.4,5,2,10149.0,49,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
29,56.0,76,20,1,0,25.0,6,0,14184.0,13,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
125,0.0,51,19,3,0,5.57,4,7,23182.0,102,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
53,45.0,78,53,3,2,20.83,6,4,37495.0,34,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
29,25.0,74,15,1,1,22.5,4,1,8653.0,5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
41,0.0,38,22,2,3,6.29,6,4,8265.0,30,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
41,0.0,86,51,1,1,8.33,2,2,16625.0,26,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
41,0.0,32,48,3,2,9.17,12,4,7395.0,41,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
113,62.0,75,27,1,1,17.3,6,6,8920.0,83,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
41,62.0,87,34,2,1,23.0,6,2,13147.0,26,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
89,78.0,54,65,1,2,14.45,5,8,18374.0,58,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
137,68.0,53,29,2,0,7.0,6,4,32474.0,104,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
29,43.0,61,7,1,1,14.0,4,1,32070.0,10,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
113,0.0,46,39,2,2,9.37,6,11,7150.0,88,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
89,55.0,85,0,1,1,10.1,6,5,18909.0,72,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
29,67.0,83,50,2,1,12.5,5,1,22694.0,8,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
17,0.0,81,24,2,1,15.0,5,1,22696.0,4,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
41,83.0,37,63,3,4,7.17,6,5,13518.0,26,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
113,0.0,40,28,2,2,11.0,6,9,8178.0,86,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
125,42.0,52,11,2,1,12.38,6,6,16146.0,107,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
41,77.0,67,41,1,1,11.25,5,2,13791.0,23,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
41,69.0,88,0,3,1,12.0,6,2,18351.0,21,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
